id_ocorrencia_a;matricula;operador_categoria;tipo_veiculo;fabricante;modelo;motor_tipo;motor_quantidade;assentos;ano_fabricacao;pais_fabricante;registro_segmento;voo_origem;voo_destino;fase_operacao
78031;PREJK;***;AVIAO;CESSNA AIRCRAFT;152;PISTAO;MONOMOTOR;2;1979;BRASIL;INSTRUCAO;AEROCLUBE DE ITAPOLIS;AEROCLUBE DE ITAPOLIS;POUSO
78031;PRJEA;***;AVIAO;CESSNA AIRCRAFT;150M;PISTAO;MONOMOTOR;2;1975;BRASIL;INSTRUCAO;AEROCLUBE DE ITAPOLIS;AEROCLUBE DE ITAPOLIS;POUSO
78032;PRFFS;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;152;PISTAO;MONOMOTOR;2;1978;BRASIL;INSTRUCAO;MUNICIPAL DE GUARATUBA;MUNICIPAL DE GUARATUBA;CRUZEIRO
78033;PRGGD;***;AVIAO;BOEING COMPANY;737-8EH;JATO;BIMOTOR;197;2008;BRASIL;REGULAR;CONGONHAS;TANCREDO NEVES;POUSO
78034;PPEFM;ADMINISTRACAO DIRETA;HELICOPTERO;HELIBRAS;AS 350 B2;TURBOEIXO;MONOMOTOR;6;2001;BRASIL;ADMINISTRACAO DIRETA;ORLANDO BEZERRA DE MENEZES;ORLANDO BEZERRA DE MENEZES;ESPECIALIZADA
78035;PPNEO;***;HELICOPTERO;BELL HELICOPTER;429;TURBOEIXO;BIMOTOR;7;2017;BRASIL;TAXI AEREO;SANTA GENOVEVA/GOIANIA;PRESIDENTE JUSCELINO KUBITSCHEK;SUBIDA
78035;PRDOA;***;AVIAO;CESSNA AIRCRAFT;208B;TURBOELICE;MONOMOTOR;11;2013;BRASIL;ADMINISTRACAO DIRETA;SANTA GENOVEVA/GOIANIA;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM
78036;PRZTE;***;AVIAO;JIM DICKINSON;CHRISTEN EAGLE II;PISTAO;MONOMOTOR;2;1982;BRASIL;EXPERIMENTAL;PARA DE MINAS;FAZENDA ESTRELA DALVA;MANOBRA
78037;PRIPM;ADMINISTRACAO DIRETA;AVIAO;CESSNA AIRCRAFT;208B;TURBOELICE;MONOMOTOR;11;2012;BRASIL;ADMINISTRACAO DIRETA;DEPUTADO LUIS EDUARDO MAGALHAES;FORA DE AERODROMO;CORRIDA APOS POUSO
78041;PRAXD;REGULAR;AVIAO;EMBRAER;ERJ 190-200 IGW;JATO;BIMOTOR;125;2012;BRASIL;REGULAR;***;GUARARAPES - GILBERTO FREYRE;ESTACIONAMENTO
78042;PTEET;PARTICULAR;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;6;1976;BRASIL;PARTICULAR;SANTA MARIA;FAZENDA DA PAZ;CORRIDA APOS POUSO
78045;PPGSZ;INSTRUCAO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;56-C;PISTAO;MONOMOTOR;2;1960;BRASIL;INSTRUCAO;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;ARREMETIDA NO SOLO
78051;PTZMI;***;AVIAO;***;RV-10;PISTAO;MONOMOTOR;4;2009;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;SENADOR PETRONIO PORTELLA;CRUZEIRO
78052;PRFFN;***;***;CESSNA AIRCRAFT;152;***;SEM TRACAO;0;1977;BRASIL;INSTRUCAO;MUNICIPAL DE GUARATUBA;MUNICIPAL DE GUARATUBA;POUSO
78053;PPCIC;PARTICULAR;AVIAO;CIRRUS DESIGN;SR22;PISTAO;MONOMOTOR;4;2010;BRASIL;PARTICULAR;SOROCABA;CAMPO DE MARTE;CRUZEIRO
78054;PUMHV;***;ULTRALEVE;***;P2004 BRAVO;PISTAO;MONOMOTOR;2;2007;BRASIL;EXPERIMENTAL;CLUBE CEU;***;DECOLAGEM
78055;PTGMA;***;AVIAO;CESSNA AIRCRAFT;310R;PISTAO;BIMOTOR;6;1977;BRASIL;PARTICULAR;CIPO;FORA DE AERODROMO;CORRIDA APOS POUSO
78057;PRONK;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;JATO;BIMOTOR;172;2012;BRASIL;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;PRESIDENTE CASTRO PINTO;DECOLAGEM
78058;PRDMC;***;AVIAO;PIPER AIRCRAFT;PA-34-220T;PISTAO;BIMOTOR;6;2005;BRASIL;PARTICULAR;TANCREDO THOMAS DE FARIA;JOSE CLETO;INDETERMINADA
78061;PTRUH;TAXI AEREO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTAO;BIMOTOR;6;1983;BRASIL;TAXI AEREO;CAMPO GRANDE;FAZENDA PRIMAVERA;TAXI
78066;PRBEN;PARTICULAR;HELICOPTERO;ROBINSON HELICOPTER;R44 II;PISTAO;MONOMOTOR;4;2009;BRASIL;PARTICULAR;CAMPO DE MARTE;FAZENDA BOA VISTA;POUSO
78067;PRONY;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;JATO;BIMOTOR;172;2014;BRASIL;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;CONGONHAS;APROXIMACAO FINAL
78071;FAB5933;***;AVIAO;EMBRAER;A29B;TURBOELICE;MONOMOTOR;2;1900;BRASIL;***;CAMPO GRANDE;CAMPO DE PROVAS BRIGADEIRO VELOSO;DECOLAGEM
78071;PTVLO;***;AVIAO;EMBRAER;EMB-810D;PISTAO;BIMOTOR;6;1990;BRASIL;NAO REGULAR;ESTANCIA CAIMAN;CAMPO GRANDE;APROXIMACAO FINAL
78072;PPECF;ADMINISTRACAO DIRETA;HELICOPTERO;HELIBRAS;AS 350 BA;TURBOEIXO;MONOMOTOR;6;1998;BRASIL;ADMINISTRACAO DIRETA;CAP. PM CIDIMAR ANTUNES DE ALMEIDA;CAP. PM CIDIMAR ANTUNES DE ALMEIDA;INDETERMINADA
78075;PTNTH;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;PISTAO;MONOMOTOR;4;1979;BRASIL;INSTRUCAO;PROFESSOR URBANO ERNESTO STUMPF;PROFESSOR URBANO ERNESTO STUMPF;ESTACIONAMENTO
78076;PPMMR;***;AVIAO;CESSNA AIRCRAFT;210L;PISTAO;MONOMOTOR;6;1976;BRASIL;PARTICULAR;FORA DE AERODROMO;OURILANDIA DO NORTE;DECOLAGEM
78078;PUASP;EXPERIMENTAL;ULTRALEVE;TECNAM CONSTRUZIONI AERONAUTICHE;P92 GOLF;PISTAO;MONOMOTOR;2;2001;BRASIL;EXPERIMENTAL;WALFRIDO SAMITO DE ALMEIDA;CATULEVE;CRUZEIRO
78079;PPSZN;***;AVIAO;HAWKER BEECHCRAFT;C90GTI;TURBOELICE;BIMOTOR;8;2008;BRASIL;PARTICULAR;ANGELO PONZONI;CAMPO DE MARTE;POUSO
78080;PUOGL;***;ULTRALEVE;***;CONQUEST 180;PISTAO;MONOMOTOR;1;2008;BRASIL;EXPERIMENTAL;COSTA ESMERALDA;ITANHAEM;INDETERMINADA
78081;PPGNY;***;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;2;1993;BRASIL;INSTRUCAO;COMANDANTE ANTONIO AMILTON BERALDO;COMANDANTE ANTONIO AMILTON BERALDO;POUSO
78082;PTNAZ;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;PISTAO;MONOMOTOR;4;1975;BRASIL;PARTICULAR;GOVERNADOR JOSE RICHA;PRESIDENTE PRUDENTE;DECOLAGEM
78084;PRAIZ;REGULAR;AVIAO;AIRBUS INDUSTRIE;A330-243;JATO;BIMOTOR;288;2014;BRASIL;REGULAR;VIRACOPOS;***;DECOLAGEM
78085;PRTTK;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-500;TURBOELICE;BIMOTOR;52;1996;BRASIL;REGULAR;EDUARDO GOMES;PORTO URUCU;TAXI
78088;PTMEJ;TAXI AEREO;AVIAO;CESSNA AIRCRAFT;208B;TURBOELICE;MONOMOTOR;11;1993;BRASIL;TAXI AEREO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;AEROPORTO ESTADUAL DE JUNDIAI;SUBIDA
78089;PRGTG;REGULAR;AVIAO;BOEING COMPANY;737-8EH;JATO;BIMOTOR;187;2006;BRASIL;REGULAR;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;PLACIDO DE CASTRO;PROCEDIMENTO DE APROXIMACAO IFR
78091;PTBKR;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;150J;PISTAO;MONOMOTOR;2;1969;BRASIL;INSTRUCAO;GOVERNADOR JOSE RICHA;GOVERNADOR JOSE RICHA;CIRCUITO DE TRAFEGO
78093;PPLAV;***;AVIAO;BEECH AIRCRAFT;G58;PISTAO;BIMOTOR;6;2008;BRASIL;PARTICULAR;ARUANA;FAZENDA EUROPA;CORRIDA APOS POUSO
78094;PRDIB;PARTICULAR;AVIAO;LEARJET;45;JATO;BIMOTOR;9;2007;BRASIL;PARTICULAR;EDUARDO GOMES;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO
78095;PROCD;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;JATO;BIMOTOR;172;1900;BRASIL;REGULAR;GUARARAPES - GILBERTO FREYRE;GOVERNADOR ANDRE FRANCO MONTORO;CRUZEIRO
78098;PRMYR;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;JATO;BIMOTOR;184;2012;BRASIL;REGULAR;GOVERNADOR ANDRE FRANCO MONTORO;HERCILIO LUZ;ESTACIONAMENTO
78099;PTRKA;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;PISTAO;MONOMOTOR;4;1981;BRASIL;PARTICULAR;COBRAPE;FORMOSA;CRUZEIRO
78102;PPGBL;INSTRUCAO;AVIAO;AERO BOERO;AB-180;PISTAO;MONOMOTOR;2;1991;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO
78102;PTPPA;INSTRUCAO;PLANADOR;LET AIRCRAFT INDUSTRIES;L23;SEM TRACAO;SEM TRACAO;2;1993;BRASIL;INSTRUCAO;OSORIO;OSORIO;MANOBRA
78103;PTMXA;***;AVIAO;AIRBUS INDUSTRIE;A321-231;JATO;BIMOTOR;232;2007;BRASIL;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;PINTO MARTINS;DESCIDA
78105;PTLJV;ADMINISTRACAO DIRETA;AVIAO;CESSNA AIRCRAFT;T210L;PISTAO;MONOMOTOR;6;1982;BRASIL;ADMINISTRACAO DIRETA;MARECHAL CUNHA MACHADO;MARECHAL CUNHA MACHADO;TAXI
78108;PPMES;***;HELICOPTERO;HELIBRAS;AS 350 B2;TURBOEIXO;MONOMOTOR;6;2008;BRASIL;ADMINISTRACAO DIRETA;RESIDENCIA OFICIAL;FORA DE AERODROMO;POUSO
78109;PTRXP;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTAO;BIMOTOR;6;1985;BRASIL;PARTICULAR;FORA DE AERODROMO;MARECHAL RONDON;TAXI
78110;PTFOT;ESPECIALIZADA;***;***;***;***;SEM TRACAO;1;1900;BRASIL;ESPECIALIZADA;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;CORRIDA APOS POUSO
78111;PUEFG;***;ULTRALEVE;EDUARDO F. H. GONTIJO;FOX VECTOR V-6;PISTAO;MONOMOTOR;2;2009;BRASIL;EXPERIMENTAL;AERODROMO NACIONAL DE AVIACAO;FORA DE AERODROMO;SUBIDA
78117;PRAUP;REGULAR;AVIAO;EMBRAER;ERJ 190-200 IGW;JATO;BIMOTOR;125;1900;BRASIL;REGULAR;CAMPO GRANDE;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;POUSO
78121;PUXYZ;EXPERIMENTAL;ULTRALEVE;***;ULTRALEVE;PISTAO;MONOMOTOR;2;2003;BRASIL;EXPERIMENTAL;MUNICIPAL JOSE FIGUEIREDO;SAO SEBASTIAO DO PARAISO;POUSO
78123;PRAQI;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;TURBOELICE;BIMOTOR;75;2013;BRASIL;REGULAR;ESTADUAL DARIO GUARITA;GUARARAPES - GILBERTO FREYRE;POUSO
78125;PTRTZ;PARTICULAR;AVIAO;EMBRAER;EMB-810D;PISTAO;BIMOTOR;6;1983;BRASIL;PARTICULAR;PRESIDENTE JOAO BATISTA FIGUEIREDO;FORA DE AERODROMO;DECOLAGEM
78134;PRRMA;PARTICULAR;AVIAO;RAYTHEON AIRCRAFT;C90A;TURBOELICE;BIMOTOR;8;2003;BRASIL;PARTICULAR;SILVIO NAME JUNIOR;SILVIO NAME JUNIOR;POUSO
78137;PTJJM;***;AVIAO;PIPER AIRCRAFT;PA-28-140;PISTAO;MONOMOTOR;2;1973;BRASIL;INSTRUCAO;AEROCLUBE DE ELDORADO DO SUL;AEROCLUBE DE ELDORADO DO SUL;CORRIDA APOS POUSO
78138;PTVPH;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTAO;BIMOTOR;6;1992;BRASIL;PARTICULAR;AERODROMO NACIONAL DE AVIACAO;AERODROMO NACIONAL DE AVIACAO;CORRIDA APOS POUSO
78140;PTCOC;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;172G;PISTAO;MONOMOTOR;4;1966;BRASIL;INSTRUCAO;PROFESSOR ERIBERTO MANOEL REINO;PROFESSOR ERIBERTO MANOEL REINO;CIRCUITO DE TRAFEGO
78141;PRBGM;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-92A;TURBOEIXO;BIMOTOR;21;2011;BRASIL;TAXI AEREO;CABO FRIO;CABO FRIO;DECOLAGEM
78143;PPERB;***;***;***;***;***;***;1;1900;BRASIL;PARTICULAR;FAZENDA TROPICAL;BRIGADEIRO CAMARAO;CORRIDA APOS POUSO
78144;PRCLB;PARTICULAR;AVIAO;CESSNA AIRCRAFT;525;JATO;BIMOTOR;7;1997;BRASIL;PARTICULAR;PARACATU;FAZENDA PROGRESSO;CORRIDA APOS POUSO
78146;PRTIO;TAXI AEREO;AVIAO;BEECH AIRCRAFT;58;PISTAO;BIMOTOR;6;1975;BRASIL;TAXI AEREO;JATAI;SANTA GENOVEVA/GOIANIA;CORRIDA APOS POUSO
78147;PTWGV;***;AVIAO;CESSNA AIRCRAFT;150M;PISTAO;MONOMOTOR;2;1977;BRASIL;INSTRUCAO;GASTAO MADEIRA;PROFESSOR URBANO ERNESTO STUMPF;CRUZEIRO
78149;PREAJ;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;152;PISTAO;MONOMOTOR;2;1980;BRASIL;INSTRUCAO;AEROPORTO ESTADUAL DE JUNDIAI;AEROPORTO ESTADUAL DE JUNDIAI;SUBIDA
78152;PTWRL;PARTICULAR;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;7;1977;BRASIL;PARTICULAR;AERODROMO NACIONAL DE AVIACAO;ABA;POUSO
78153;PRDDB;INSTRUCAO;AVIAO;DIAMOND AIRCRAFT;DA20-C1;PISTAO;MONOMOTOR;2;2009;BRASIL;INSTRUCAO;CAMPO DE MARTE;OURO FINO;TAXI
78154;PRVCV;***;***;***;***;***;SEM TRACAO;1;1900;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
78157;PRAQA;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;TURBOELICE;BIMOTOR;75;2012;BRASIL;REGULAR;PROFESSOR ERIBERTO MANOEL REINO;VIRACOPOS;DECOLAGEM
78158;PTGOU;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;PISTAO;MONOMOTOR;1;1976;BRASIL;AGRICOLA;CACHOEIRA DO SUL;CACHOEIRA DO SUL;CIRCUITO DE TRAFEGO
78160;PTRON;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;PISTAO;MONOMOTOR;4;1982;BRASIL;PARTICULAR;PAULO AFONSO;DEPUTADO LUIS EDUARDO MAGALHAES;CRUZEIRO
78161;PTOCB;***;AVIAO;BEECH AIRCRAFT;F33A;PISTAO;MONOMOTOR;5;1990;BRASIL;PARTICULAR;CARLOS PRATES;SERRA DO CIPO;CRUZEIRO
78162;PRACR;***;AVIAO;PIPER AIRCRAFT;PA-34-220T;PISTAO;BIMOTOR;6;2001;BRASIL;TAXI AEREO;PRESIDENTE CASTRO PINTO;FORA DE AERODROMO;POUSO
78163;PRSDG;NAO REGULAR;AVIAO;BOEING COMPANY;737-33A;JATO;BIMOTOR;153;1991;BRASIL;NAO REGULAR;AFONSO PENA;GOVERNADOR ANDRE FRANCO MONTORO;CRUZEIRO
78165;PRKEA;TAXI AEREO;AVIAO;GULFSTREAM;G-IV;JATO;BIMOTOR;11;1989;BRASIL;TAXI AEREO;DEPUTADO LUIS EDUARDO MAGALHAES;CONGONHAS;CRUZEIRO
78171;PPZZE;EXPERIMENTAL;***;***;***;***;SEM TRACAO;1;1900;BRASIL;EXPERIMENTAL;LAVRAS;CAMPO DE MARTE;CORRIDA APOS POUSO
78172;PRGVJ;***;AVIAO;TEXTRON AVIATION;C90GTI;TURBOELICE;SEM TRACAO;7;2017;BRASIL;PARTICULAR;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CONFRESA;MANOBRA
78174;PRAJB;REGULAR;***;***;***;***;***;1;1900;BRASIL;REGULAR;VIRACOPOS;DEPUTADO LUIS EDUARDO MAGALHAES;APROXIMACAO FINAL
78175;PTLJN;***;AVIAO;BEECH AIRCRAFT;A100;TURBOELICE;BIMOTOR;11;1972;BRASIL;PARTICULAR;SANTA GENOVEVA/GOIANIA;PISTA DE POUSO  NAO HOMOLOGADA;POUSO
78176;PTLJS;***;AVIAO;MITSUBISHI;MU-2B-60;TURBOELICE;BIMOTOR;11;1985;BRASIL;PARTICULAR;ESTANCIA MACHADO;ESTADUAL DARIO GUARITA;POUSO
78181;PPEOY;ESPECIALIZADA;HELICOPTERO;HELIBRAS;AS 350 B2;TURBOEIXO;MONOMOTOR;6;1999;BRASIL;ESPECIALIZADA;CAPITAO PM PAULO JOSE DE MENEZES FILHO;CAPITAO PM PAULO JOSE DE MENEZES FILHO;CRUZEIRO
78182;PRCOR;***;AVIAO;CIRRUS DESIGN;SR22;PISTAO;MONOMOTOR;4;2007;BRASIL;PARTICULAR;DIX-SEPT ROSADO;DOUTOR LUCIO LIMA;CRUZEIRO
78183;PRRFB;***;AVIAO;RAYTHEON AIRCRAFT;C90A;TURBOELICE;BIMOTOR;8;1999;BRASIL;PARTICULAR;HERCILIO LUZ;SERAFIN ENOSS BERTASO;DESCIDA
78184;PRRMY;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;152;PISTAO;MONOMOTOR;2;1977;BRASIL;INSTRUCAO;CARLOS PRATES;CARLOS PRATES;CORRIDA APOS POUSO
78185;PRCOB;ADMINISTRACAO DIRETA;AVIAO;CESSNA AIRCRAFT;210L;PISTAO;MONOMOTOR;6;1974;BRASIL;ADMINISTRACAO DIRETA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS PRATES;CORRIDA APOS POUSO
78186;PTODV;PARTICULAR;AVIAO;CHINCUL SACAIFI;PA-28R-201T;PISTAO;MONOMOTOR;4;1990;BRASIL;PARTICULAR;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS PRATES;CIRCUITO DE TRAFEGO
78187;PROCH;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;JATO;BIMOTOR;172;2015;BRASIL;REGULAR;GOVERNADOR ANDRE FRANCO MONTORO;PINTO MARTINS;SUBIDA
78188;PTSHU;TAXI AEREO;AVIAO;EMBRAER;EMB-110P1;TURBOELICE;BIMOTOR;21;1987;BRASIL;TAXI AEREO;PRAINHA;EDUARDO GOMES;CORRIDA APOS POUSO
78189;PTEKC;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-720C;PISTAO;MONOMOTOR;6;1977;BRASIL;PARTICULAR;SAO JOSE;MUNDICO COELHO;CRUZEIRO
78192;PTEDF;TAXI AEREO;AVIAO;EMBRAER;EMB-820C NAVAJO;PISTAO;BIMOTOR;10;1978;BRASIL;TAXI AEREO;SANTA MARIA DA VITORIA;HORACIO DE MATTOS;APROXIMACAO FINAL
78198;PUBTO;***;ULTRALEVE;***;CONQUEST;PISTAO;MONOMOTOR;2;2003;BRASIL;EXPERIMENTAL;ATIBAIA;ATIBAIA;POUSO
78200;PRTLZ;***;AVIAO;HONDA  AIRCRAFT COMPANY;HA-420;JATO;BIMOTOR;7;2017;BRASIL;PARTICULAR;AFONSO PENA;CATARATAS;CORRIDA APOS POUSO
78201;PTLRP;***;AVIAO;BEECH AIRCRAFT;58;PISTAO;BIMOTOR;6;1978;BRASIL;PARTICULAR;XAVANTINA;OLHOS D'AGUA;POUSO
78202;PPGLS;INSTRUCAO;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;3;1992;BRASIL;INSTRUCAO;PROFESSOR ERIBERTO MANOEL REINO;PROFESSOR ERIBERTO MANOEL REINO;CORRIDA APOS POUSO
78203;PTMXH;***;AVIAO;AIRBUS INDUSTRIE;A321-231;JATO;BIMOTOR;232;2011;BRASIL;REGULAR;PINTO MARTINS;GOVERNADOR ANDRE FRANCO MONTORO;POUSO
78204;PRNLH;ADMINISTRACAO DIRETA;AVIAO;CESSNA AIRCRAFT;182N;PISTAO;MONOMOTOR;4;1970;BRASIL;ADMINISTRACAO DIRETA;CARLOS PRATES;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;POUSO
78205;CCBAF;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-233;JATO;BIMOTOR;170;2010;NAO IDENTIFICADO;REGULAR;JORGE CHAVEZ INTERNATIONAL AIRPORT;SANTOS DUMONT;CRUZEIRO
78206;PTEZO;PARTICULAR;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;7;1979;BRASIL;PARTICULAR;BORBA;FLORES;CORRIDA APOS POUSO
78207;PRWSA;***;AVIAO;CESSNA AIRCRAFT;172P;PISTAO;MONOMOTOR;4;1981;BRASIL;PARTICULAR;RANCHO SUMIDOR;CAVU - CLUBE DE AVIACAO ULTRALEVE;POUSO
78208;PREBB;PARTICULAR;AVIAO;CESSNA AIRCRAFT;172S;PISTAO;MONOMOTOR;1;1900;BRASIL;PARTICULAR;CARLOS PRATES;BARTOLOMEU DE GUSMAO;POUSO
78213;PUWCW;***;ULTRALEVE;AEROBRAVO LTDA;BRAVO700;PISTAO;MONOMOTOR;2;2012;BRASIL;EXPERIMENTAL;AEROCLUBE DE JOAO PESSOA;TABULEIRO;CRUZEIRO
78214;PPITY;ADMINISTRACAO DIRETA;AVIAO;CESSNA AIRCRAFT;208B;TURBOELICE;MONOMOTOR;11;1996;BRASIL;ADMINISTRACAO DIRETA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;TAXI
78220;PTJNS;PARTICULAR;AVIAO;CESSNA AIRCRAFT;182P;PISTAO;MONOMOTOR;4;1974;BRASIL;PARTICULAR;GOVERNADOR LUCAS NOGUEIRA GARCEZ (SBLN*);GUARATINGUETA;CORRIDA APOS POUSO
78228;PTRVT;PARTICULAR;AVIAO;EMBRAER;EMB-820C CARAJA;TURBOELICE;BIMOTOR;10;1985;BRASIL;PARTICULAR;MARECHAL RONDON;PRIMAVERA DO LESTE;PARTIDA DO MOTOR
78230;PTVOX;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTAO;BIMOTOR;6;1991;BRASIL;PARTICULAR;SANTA MARIA;CAMPOS BELOS;POUSO
78231;PRNOU;***;AVIAO;PIPER AIRCRAFT;PA-28R-201T;PISTAO;MONOMOTOR;4;1978;BRASIL;PARTICULAR;ANAPOLIS;FAZENDA MINAS GERAIS;CRUZEIRO
78233;PRLRJ;TAXI AEREO;AVIAO;LEARJET;31A;JATO;BIMOTOR;10;1998;BRASIL;TAXI AEREO;SANTA GENOVEVA/GOIANIA;BRIGADEIRO LYSIAS RODRIGUES;DECOLAGEM
78235;PTICR;***;AVIAO;TWIN COMMANDER;500-S;PISTAO;BIMOTOR;7;1971;BRASIL;TAXI AEREO;SALGADO FILHO;LAURO KURTZ;ESTACIONAMENTO
78237;PRRMY;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;152;PISTAO;MONOMOTOR;2;1977;BRASIL;INSTRUCAO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS PRATES;TAXI
78238;PUOLC;***;ULTRALEVE;LOUIS CRAIG WOODSON HARTMAN;PARADISE P1;PISTAO;MONOMOTOR;2;2012;BRASIL;EXPERIMENTAL;FLY CLUB;FLY CLUB;CRUZEIRO
78239;PUOGS;***;ULTRALEVE;OGLACIR ALVES SPENCE;AA-2120;PISTAO;MONOMOTOR;2;2010;BRASIL;EXPERIMENTAL;MOJI MIRIM;POUSADA DAS AGUIAS;CRUZEIRO
78240;PRPMT;***;HELICOPTERO;AGUSTA;A109E;TURBOEIXO;BIMOTOR;8;2000;BRASIL;PARTICULAR;PARQUE PAULISTA;***;APROXIMACAO FINAL
78241;PUJDR;EXPERIMENTAL;ULTRALEVE;FOX V5;FOX V5 TANDEM;***;SEM TRACAO;0;2016;BRASIL;EXPERIMENTAL;SEVERINO LOPES;SEVERINO LOPES;CRUZEIRO
78243;FGSPS;***;AVIAO;BOEING COMPANY;777-228ER;JATO;BIMOTOR;312;2001;NAO IDENTIFICADO;***;GOVERNADOR ANDRE FRANCO MONTORO;CHARLES DE GAULLE;SUBIDA
78246;PRGZP;***;HELICOPTERO;ROBINSON HELICOPTER;R66;TURBOEIXO;MONOMOTOR;5;2011;BRASIL;PARTICULAR;VIDE BULA;FORA DE AERODROMO;POUSO
78247;PRATV;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;TURBOELICE;BIMOTOR;75;2012;BRASIL;REGULAR;TANCREDO NEVES;MARIO DE ALMEIDA FRANCO;DESCIDA
78249;PPGBM;***;AVIAO;AERO BOERO;AB-180;PISTAO;MONOMOTOR;2;1991;BRASIL;INSTRUCAO;BEBEDOURO;BEBEDOURO;DESCIDA
78249;PPHSW;***;AVIAO;AERO BOERO;AB-180;PISTAO;MONOMOTOR;3;1986;BRASIL;INSTRUCAO;BEBEDOURO;BEBEDOURO;SUBIDA
78249;PPZDK;***;PLANADOR;***;SZD 51 1;SEM TRACAO;SEM TRACAO;1;1989;BRASIL;INSTRUCAO;BEBEDOURO;BEBEDOURO;SUBIDA
78254;PRAQZ;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;TURBOELICE;BIMOTOR;75;2015;BRASIL;REGULAR;VITORIA DA CONQUISTA;TANCREDO NEVES;SUBIDA
78256;PPHCP;***;AVIAO;CIA AERONAUTICA PAULISTA;CAP-4;PISTAO;MONOMOTOR;2;1947;BRASIL;INSTRUCAO;SILVIO NAME JUNIOR;SILVIO NAME JUNIOR;TAXI
78258;PTRTO;PARTICULAR;AVIAO;EMBRAER;EMB-810D;PISTAO;BIMOTOR;6;1983;BRASIL;PARTICULAR;PROFESSOR ERIBERTO MANOEL REINO;CAMPO DE MARTE;ESTACIONAMENTO
78260;PTOFC;PARTICULAR;AVIAO;BEECH AIRCRAFT;C90;TURBOELICE;BIMOTOR;8;1971;BRASIL;PARTICULAR;BOM FUTURO;SANTA GENOVEVA/GOIANIA;CRUZEIRO
