ACTIVITY,TIME,SL,EEG,BP,HR,CIRCLUATION
0,5219.95,2406.0,-1968.0,17,87,206
0,5665.06,3594.0,-3126.0,11,88,228
5,9388.2,37632.5,-3691.46,38,180,2054
0,6268.3,6034.0,-1882.0,65,90,420
0,13106.3,82418.0,-7527.0,47,325,3465
3,12843.2,60525.0,-4570.0,25,247,2754
4,14600.2,55287.7,-4580.0,37,215,2188
3,12951.5,90628.1,-5310.0,63,254,3885
0,6478.4,15429.0,-3243.0,174,134,890
2,16249.0,115521.0,-3970.0,56,271,4426
0,8107.0,10299.0,-1539.0,15,106,456
2,2550.42,52.7301,-319.0,96,33,5
4,20388.5,458674.0,-13400.0,51,483,15505
4,5045.77,3437.5,-1184.69,34,71,249
3,8148.11,26179.2,-3090.0,33,156,1364
0,9540.36,22085.0,-4228.0,9,178,1259
0,8257.41,26603.0,-4922.0,10,142,1109
4,13388.9,141120.0,-6121.27,173,308,6057
5,12028.6,70691.8,-5691.12,37,262,3211
3,11026.7,27192.8,-4230.15,43,214,1469
2,3912.54,2146.44,-1159.61,20,54,165
5,5029.21,4322.14,-1306.54,12,72,340
3,11461.1,50278.2,12000.0,27,216,2677
4,5338.55,3499.61,-749.561,43,51,132
3,24082.5,268803.0,-13500.0,79,540,8870
0,13009.2,49986.0,-6042.0,51,241,2255
3,9322.98,27727.2,-2887.89,96,158,1403
4,7066.74,12777.3,-2852.12,15,132,806
3,2682.02,66.7695,-428.0,8,33,5
0,7913.37,14574.0,-2953.0,19,136,804
3,11977.9,33201.3,-1340.0,31,234,1581
2,5345.73,4244.03,-1300.0,19,88,292
3,4174.81,2012.1,-1079.16,5,63,166
0,8092.19,12422.0,-3513.0,24,145,733
4,12364.5,56224.6,-1550.0,61,223,2822
4,9764.67,32413.6,-3490.33,78,176,1922
3,9287.9,27739.8,-2934.02,99,158,1403
3,4726.64,2957.81,-1345.67,42,67,224
1,6276.9,5187.36,-1110.0,24,85,343
4,5108.53,1806.12,-1496.04,18,76,147
0,14774.0,89001.0,-6210.0,61,288,3630
0,5443.41,5607.0,-2813.0,46,96,371
2,13952.1,57587.3,-3970.0,52,224,2192
0,9024.83,33309.0,-5994.0,52,182,1696
0,4262.84,409.0,-952.0,9,55,36
0,6902.46,6002.0,-3025.0,7,104,373
0,11320.6,45098.0,-3133.0,21,203,2059
2,5237.53,4292.31,-957.0,10,79,317
5,9759.01,38472.6,-3689.56,42,180,2054
4,14329.4,93364.8,-524.373,44,294,4249
0,11806.4,53274.0,-8214.0,141,247,2466
0,6389.65,10004.0,-2301.0,8,91,551
0,26877.9,653887.0,-15487.0,125,647,18675
4,7656.72,8139.45,-1130.0,152,109,486
4,11773.3,43652.5,-2160.0,60,223,2059
0,11967.4,76136.0,-5349.0,22,200,3448
4,9700.67,40295.0,-1950.0,24,196,1885
3,7426.12,14291.6,-2388.14,83,120,809
5,9422.8,13719.2,-2812.97,19,148,729
3,11056.9,37712.1,-3863.9,104,205,1751
0,7205.99,8650.0,-3260.0,61,128,520
2,3594.59,2120.5,-1147.73,21,54,165
0,10114.0,33666.0,-4477.0,35,210,1698
4,22205.9,520542.0,-11713.7,141,540,18067
0,6715.77,9432.0,-2770.0,44,116,524
4,10330.6,26433.7,-3183.28,23,174,1415
2,21714.6,411897.0,-7130.0,64,473,14125
5,9087.88,13919.3,-2829.85,29,148,729
0,8612.34,38828.1,-4861.1,95,207,1995
3,14706.7,68256.7,-493.0,65,223,2059
4,8516.64,9733.99,-2838.87,19,138,554
3,9275.13,16920.7,-3645.26,57,172,973
3,11283.4,49677.0,-4780.0,21,216,2677
3,23275.0,468476.0,-12500.0,44,483,15505
0,7639.79,58695.0,-5861.0,1,181,3216
3,19595.7,179419.0,-6990.0,56,403,6746
2,5622.38,4432.07,-1290.0,19,88,292
2,20942.0,410464.0,-8880.0,63,473,14125
4,3580.3,1412.21,-590.767,33,40,100
0,11969.7,70389.6,-6471.76,27,272,3295
3,13361.5,78767.4,-5470.0,54,272,3539
4,2510.54,51.4662,-491.0,96,33,5
2,13766.1,51319.0,-4270.0,31,234,2464
0,9252.19,14009.0,-2288.0,13,164,770
2,3870.42,1443.04,-989.0,42,52,133
3,7029.5,13848.5,-2308.19,83,120,809
0,4470.58,1600.0,-1309.0,6,58,134
4,8277.58,27662.5,-2756.49,84,156,1521
1,5708.31,4733.96,-1280.0,24,85,343
4,9458.4,36538.1,-3820.0,35,196,1997
2,3962.29,1456.13,-1002.6,41,52,133
4,9894.83,39903.4,-3696.47,50,180,2054
2,6118.26,4948.14,6220.0,29,85,343
2,5524.19,4319.3,-1440.0,17,88,292
0,10132.3,50036.0,-2832.0,78,183,2250
3,9543.15,17060.7,-4010.36,81,172,973
2,15776.3,116229.0,-4880.0,57,271,4426
2,8084.3,9523.39,-3044.27,90,130,490
5,5256.23,4772.0,-1258.66,17,72,340
2,8052.77,9525.0,-3031.66,90,130,490
3,7300.79,15028.3,-2736.91,80,134,970
2,6024.4,4224.17,-1530.91,121,88,318
0,14146.7,116267.0,-5785.0,69,311,4916
0,20891.8,204844.0,-11045.0,67,410,6866
5,4765.14,4152.87,-1393.01,5,72,340
4,10935.9,28643.1,-3245.54,72,214,1469
5,9472.53,30596.7,-3273.21,125,171,1747
2,11333.6,49858.4,-4570.0,20,216,2677
5,9455.35,11327.4,-2635.85,81,139,587
3,6035.29,7427.68,-1650.36,50,93,545
0,8606.25,8420.0,-4215.0,15,147,491
4,6038.86,11289.0,-1872.09,26,102,764
5,9600.0,30861.5,-3201.33,116,171,1747
4,10974.4,52022.7,-4507.47,116,209,2534
0,7175.52,5550.0,-3369.0,10,122,321
4,6996.06,4073.9,-2258.25,71,101,249
4,11658.1,38985.4,-2150.0,31,166,1414
0,17944.7,171938.0,-6960.0,30,339,5849
3,9039.99,27411.8,-3012.01,98,158,1403
1,5249.91,4410.34,-1040.0,21,85,343
4,5839.44,11184.6,-1886.11,18,102,764
2,7614.64,14009.9,-2277.99,90,120,809
3,10241.7,36923.8,-3220.0,40,196,1997
0,11324.7,51425.0,-5248.0,140,237,2607
4,9259.08,28691.9,-3394.82,33,179,1626
0,5433.1,4107.0,-1627.0,12,85,318
3,6159.77,7535.97,-1600.03,52,93,545
3,10165.3,38181.2,-3980.3,33,193,2118
0,13020.1,79684.0,-918.0,126,274,2834
4,9753.25,28496.0,-2835.19,94,158,1403
0,29123.9,469993.0,-13877.0,340,680,14154
3,12257.1,56005.8,-3770.0,34,224,2192
0,14233.3,222720.0,-7509.0,56,347,9121
5,9210.79,37927.0,-3790.23,42,180,2054
5,7380.99,6675.18,-2105.98,32,108,428
5,12584.8,71728.4,-5586.27,31,262,3211
5,12939.4,53031.4,-5908.95,62,288,2334
0,7386.03,14188.0,-2902.0,32,156,845
4,17900.9,159130.0,-10400.0,81,388,6290
0,9030.74,25612.0,-2887.0,27,161,1306
5,8115.99,9459.69,-1260.0,30,102,516
3,13086.8,45453.2,-5817.64,61,273,2061
2,7170.04,5530.51,-1410.0,16,79,292
2,6988.83,5315.49,-1960.0,9,79,292
3,13758.5,52944.1,-4270.0,39,215,2188
2,7130.75,13597.2,-1448.41,17,96,804
1,11450.8,68767.7,-5192.42,147,247,3373
0,6661.2,2238.0,-2309.0,16,118,186
4,11824.9,62477.3,-4310.0,40,223,2822
0,9662.35,20556.0,-5101.0,103,161,1068
0,13866.4,45883.0,-7281.0,128,279,2061
0,25970.4,749838.0,-12956.0,66,556,21655
5,11461.8,51613.1,-4479.75,104,209,2534
1,11707.9,17151.3,-3230.0,38,145,519
0,16495.1,105916.0,-8187.0,71,338,4075
4,6878.18,3949.45,-2296.92,65,101,249
2,6732.01,12172.9,-1734.09,12,105,765
5,10569.4,28563.0,-4303.65,59,214,1469
4,11822.6,53234.4,-4302.12,95,209,2534
3,11488.1,46860.1,-4830.0,23,215,2188
0,11511.3,66836.7,-5305.24,43,243,2902
5,7953.08,7653.64,-1030.0,142,109,486
3,5190.83,3406.47,-797.322,49,51,132
3,6241.87,7322.26,-1558.11,52,93,545
3,12026.7,113774.0,-2520.0,41,235,4905
0,9351.84,43231.0,-5611.0,52,185,2315
4,10161.0,31765.7,-3358.78,78,176,1922
0,14368.7,151613.0,-8315.0,59,320,6285
0,18675.9,266829.0,-9105.0,93,430,9683
4,7301.22,4135.2,-2289.16,71,101,249
2,4012.9,1468.34,-1008.24,42,52,133
3,23898.1,477592.0,-14300.0,58,483,15505
3,24522.3,471624.0,-12600.0,45,483,15505
3,7502.92,15743.5,-2855.96,79,134,970
3,9165.63,39094.7,-2260.0,21,196,1885
1,12893.6,68595.0,-4313.78,140,247,3373
2,6843.13,5401.55,-2190.0,9,79,292
4,7649.68,4720.45,-2763.58,29,131,271
4,9705.13,33422.5,-3556.04,89,176,1922
3,6923.75,4950.68,-1951.6,29,107,346
0,8515.84,20911.0,-4048.0,50,159,1206
0,6988.65,7544.0,-3751.0,60,113,426
3,9871.15,32501.3,-3665.51,82,176,1922
4,8547.91,11182.7,-3144.57,26,156,654
2,2568.4,69.0928,-597.0,92,33,5
3,13164.6,91482.2,-5530.0,48,254,3885
4,7824.86,50015.0,-3360.0,52,188,2599
0,20780.1,203310.0,-11490.0,202,471,6077
2,11748.2,36239.7,-3070.0,27,234,1581
2,8817.29,17100.7,-2818.86,77,142,844
0,7801.32,18436.0,-2878.0,118,127,1017
3,13982.9,51982.5,-4240.0,44,234,2464
3,8960.91,27511.3,-3490.0,25,166,1414
0,16865.8,182261.0,-6757.0,242,392,7454
3,8593.58,25265.7,-3219.63,30,157,1519
4,4820.92,3360.3,-1140.07,28,71,249
3,10437.9,38065.3,-4011.72,27,193,2118
0,15185.4,225061.0,-10719.0,49,393,8734
4,9726.57,29529.3,-1440.0,47,166,1414
3,3838.67,1782.72,-1120.74,17,63,166
0,4527.2,2871.0,-2269.0,23,77,222
3,18443.4,160486.0,-9480.0,87,388,6290
3,6362.52,7254.32,-1650.84,50,93,545
3,8410.66,25121.4,-3192.58,28,157,1519
4,7863.98,12795.1,-2581.0,26,132,806
4,9486.52,34265.7,-4600.31,130,208,1691
3,8472.22,13488.3,-3038.63,19,148,729
3,7126.17,14067.0,-2411.41,87,120,809
0,19120.3,175863.0,-10090.0,66,405,6185
3,9023.0,27471.7,-3087.19,98,158,1403
0,11853.7,94359.0,-7039.0,31,293,4245
4,8243.17,9793.77,-2822.43,19,138,554
2,5281.79,4255.04,-1250.0,10,79,317
2,3793.47,2110.85,-1096.84,23,54,165
5,7810.64,12119.8,-2837.49,70,130,694
2,6789.08,5270.24,-2200.0,8,79,292
4,7703.54,8018.91,-1700.0,150,109,486
3,19809.0,181137.0,-4770.0,77,403,6746
4,5272.92,4330.83,-1290.76,14,72,340
3,7885.9,9511.97,-2907.92,20,138,554
2,6658.25,7341.33,-1463.01,37,93,545
5,9137.38,37850.9,-3775.45,37,180,2054
4,10181.9,34842.3,-4392.43,119,208,1691
4,9170.27,11448.7,-2909.88,35,156,654
3,24057.2,280260.0,-11800.0,84,540,8870
5,8040.98,4726.28,-2696.69,34,131,271
0,9644.81,27813.0,-3546.0,23,183,1367
0,8265.77,27837.0,-3169.0,35,166,1579
2,5118.47,4169.92,-1520.0,10,79,317
3,22740.6,361652.0,-5960.0,107,462,11563
4,9244.39,38701.5,-2740.0,15,196,1885
3,5510.27,4596.26,-891.0,19,88,292
3,9392.55,17590.5,-3872.73,69,172,973
3,8860.37,12166.2,-2713.05,93,136,619
4,10420.5,38783.1,-4074.74,124,205,1751
2,3827.55,1444.43,-1004.61,42,52,133
0,22937.9,441558.0,-12300.0,120,565,13977
0,12756.1,71641.0,-6836.0,43,237,2980
0,15745.3,188669.0,-10522.0,39,400,7584
4,10092.5,17257.0,-3760.5,76,172,973
5,9740.84,38553.8,-3735.98,40,180,2054
5,9851.4,40076.1,-3062.28,97,159,2181
0,16963.4,162710.0,-5835.0,106,368,6632
2,3964.45,2209.12,-1151.48,20,54,165
4,10705.9,38859.4,-3770.72,38,193,2118
2,5305.59,3442.14,-789.06,50,51,132
3,4243.39,1958.66,-977.967,5,63,166
5,6382.58,11489.8,-1789.32,20,102,764
3,18032.0,177266.0,-6930.0,66,403,6746
0,12534.3,65929.0,-4792.0,17,213,2750
4,8107.84,13052.3,-2687.49,16,132,806
4,11255.9,50984.3,-4260.0,25,216,2677
4,10020.4,26756.9,-3277.48,22,174,1415
3,8103.57,9424.79,-2999.65,18,138,554
2,3855.52,2246.71,-1108.13,20,54,165
4,22079.9,405041.0,-8650.0,58,473,14125
0,17665.7,262224.0,-10708.0,153,449,9546
0,10556.3,24587.0,-5161.0,34,203,1314
0,9116.18,27139.0,-5348.0,19,172,1418
4,6804.76,4067.96,-2336.76,71,101,249
0,13020.1,43856.0,-7670.0,76,286,1807
2,10814.6,69256.0,-5401.74,128,247,3373
1,5588.1,4745.0,-506.0,24,85,343
2,5637.88,7621.09,-1902.67,76,104,457
3,9144.75,26529.5,-3050.0,32,156,1364
3,15772.5,118142.0,-4650.0,53,271,4426
4,10845.2,54332.3,-2040.0,29,188,2599
0,18650.6,379797.0,-12273.0,79,477,13306
4,9133.42,14045.5,-2699.69,30,148,729
2,7677.8,9436.2,-2946.74,98,130,490
4,9119.2,20491.4,-3420.84,80,163,1162
1,2530.64,51.5672,-755.0,8,33,5
4,12492.7,57913.7,-2450.0,60,223,2822
4,13101.5,75638.3,-5459.64,55,262,3211
2,10690.5,37806.0,-4200.8,126,205,1751
2,4886.03,3485.93,-918.181,49,51,132
5,10760.1,35767.0,-4214.87,115,208,1691
3,11605.9,112765.0,-2640.0,44,235,4905
2,10997.0,58222.9,-4656.48,142,217,2904
5,22548.1,278172.0,-9737.45,64,468,9276
0,14444.2,306659.0,-8860.0,56,362,12482
2,5271.62,4282.38,-1040.0,9,79,317
0,6207.94,4782.0,-4071.0,15,108,319
4,17232.3,110370.0,-5710.0,41,322,4619
3,8703.46,12296.2,-2760.41,96,136,619
0,7936.34,7034.0,-1892.0,23,130,401
5,12234.1,45138.5,-5891.56,69,273,2061
2,4359.7,2254.58,-998.109,22,54,165
0,7527.58,7485.0,-3029.0,3,124,427
3,6859.68,10327.7,-1970.0,14,109,689
3,5737.32,4189.12,-1251.91,122,88,318
4,9052.34,11701.3,-3094.37,35,156,654
4,8910.83,20511.0,-3506.26,95,163,1162
0,14036.5,61957.0,-5160.0,29,271,2753
2,6669.98,4859.02,-2140.0,15,79,292
3,11445.9,50198.5,-3670.0,21,216,2677
5,12954.4,70699.0,-5573.89,44,262,3211
0,17487.3,190459.0,-12995.0,213,385,7096
5,5261.13,7529.08,-1609.75,45,90,405
4,11068.7,90464.0,-6830.0,48,254,3885
0,11843.3,50626.0,-5590.0,37,222,2190
3,12341.1,78212.9,-7000.0,51,272,3539
0,23902.0,495406.0,-17087.0,135,633,15518
2,8027.02,9558.45,-2965.75,100,130,490
3,9755.62,39124.4,-2950.0,22,196,1885
5,8671.59,37866.6,-3976.33,43,180,2054
3,17353.3,160560.0,-7185.68,72,352,6744
5,9351.48,37924.9,-3800.23,40,180,2054
2,21731.8,170284.0,-7230.0,91,449,5537
3,7475.73,14413.6,-2318.55,89,120,809
0,19465.8,148891.0,-11212.0,184,362,4930
5,13488.2,78991.2,-7610.12,80,320,3466
0,8413.92,8778.0,-2836.0,11,108,317
4,22950.7,516725.0,-11651.1,146,540,18067
0,19805.9,193607.0,-5891.0,56,390,5427
3,4423.04,2347.78,-949.336,48,51,132
2,6198.64,5226.61,-2160.0,7,79,292
0,15230.1,94747.0,-6792.0,80,322,3889
4,7872.91,12868.1,-2749.99,15,132,806
5,5549.88,1918.48,-1407.39,24,76,147
4,16990.8,110964.0,-5990.0,39,322,4619
4,18572.1,201322.0,-6670.0,49,390,7459
0,11126.9,47950.0,-3592.0,30,187,1997
3,7479.31,9269.14,-3099.19,29,138,554
2,5154.85,4519.82,-1100.0,21,88,292
5,8305.32,11014.0,-3086.33,35,156,654
0,10665.4,79696.0,-6138.0,64,263,3794
5,10411.5,29115.5,-1100.0,28,194,1521
4,8627.91,27528.7,-2870.6,88,156,1521
0,6757.44,9791.0,-3311.0,15,102,616
4,9063.6,28186.3,-2070.0,31,156,1364
0,15168.7,126647.0,-5984.0,48,314,4913
3,13924.0,140483.0,-4650.0,47,315,5844
0,15970.8,186170.0,-8294.0,47,340,7696
3,18374.8,178742.0,-6080.0,66,403,6746
3,14822.6,54955.0,-5350.0,35,215,2188
3,18748.0,161504.0,-9590.0,87,388,6290
5,9674.42,27929.3,-2410.0,34,156,1364
3,9625.96,16948.4,-3933.21,78,172,973
3,21002.2,245444.0,-14600.0,81,540,8870
0,10712.6,31987.6,-4935.66,106,204,1692
4,8329.45,7607.97,-1080.0,12,111,453
3,14492.2,143648.0,-6021.64,167,308,6057
4,5799.45,2196.16,-1433.96,14,82,185
5,13529.8,52364.6,-6000.69,54,288,2334
0,9051.53,23420.0,-3110.0,27,179,1312
3,13123.2,60739.8,-4940.0,32,247,2754
5,8409.37,12354.2,-2078.59,63,130,694
0,22126.5,313801.0,-14355.0,90,604,11135
4,7082.59,13879.9,-2305.45,91,120,809
4,9026.32,12053.3,-2709.42,100,136,619
2,6665.64,5194.62,-2250.0,10,79,292
2,8596.63,17231.8,-2837.88,79,142,844
3,6657.22,10328.1,-2880.0,13,109,689
5,22425.9,279297.0,-9594.96,75,468,9276
1,9043.2,17181.6,-4277.69,35,183,931
0,12989.2,59808.0,-6158.0,191,262,2973
0,10531.8,105416.0,-4725.0,34,245,4999
3,10245.4,46741.0,-3540.0,29,216,2677
5,13047.4,72660.2,-5474.51,35,262,3211
0,17099.2,136494.0,-10925.0,82,418,5223
0,8035.89,8791.0,-2323.0,18,118,486
4,9731.66,34433.1,-4517.08,129,208,1691
2,11566.8,114279.0,-4230.0,42,235,4905
5,9465.86,30363.3,-3197.55,125,171,1747
4,19735.4,181419.0,-4590.0,80,403,6746
4,22565.8,516214.0,-11455.7,148,540,18067
0,14315.5,141095.0,-6434.0,195,297,5733
2,15373.5,116457.0,-5170.0,53,271,4426
2,6897.62,5434.01,-1710.0,10,79,292
0,12634.9,96773.0,-6422.0,139,287,4148
4,12505.8,79449.9,-5510.0,55,272,3539
4,10150.4,36800.3,-3600.0,39,196,1997
0,8452.41,19915.0,-4480.0,38,130,1153
2,10662.4,57064.3,-4578.11,127,217,2904
0,7729.33,26693.0,-3277.0,20,133,1569
0,16013.5,158878.0,-9898.0,50,347,5642
0,3429.65,1359.07,-654.065,32,40,100
4,6119.58,11141.6,-1881.59,24,102,764
0,11389.6,26771.0,-3052.0,56,163,770
0,8179.01,14236.0,-3270.0,50,138,931
0,15546.2,219097.0,-10307.0,60,380,8329
4,7283.14,4160.78,-2246.33,69,101,249
3,13892.7,143280.0,-6281.03,157,308,6057
4,7356.78,4699.57,-1720.0,26,86,205
1,2442.39,52.9309,-387.0,6,33,5
3,8866.91,26314.9,-1630.0,27,156,1364
0,9080.86,20189.0,-4767.0,109,164,1065
4,6545.66,7486.72,-2380.0,158,109,486
0,21645.3,261098.0,-10275.0,137,441,7591
0,20533.1,288372.0,-13643.0,308,491,10392
4,8491.06,16829.8,-2713.79,78,142,844
3,11979.7,34962.4,-2640.0,40,234,1581
3,8756.46,38629.6,-2420.0,22,196,1885
4,20884.5,413235.0,-9530.0,58,473,14125
2,13344.1,43384.5,-2300.0,41,234,1581
3,22814.2,473027.0,-14200.0,67,483,15505
5,13549.4,53800.5,-6273.03,54,288,2334
4,2407.43,53.3461,-388.0,96,33,5
0,12657.2,104063.0,-6402.0,41,313,4721
3,7333.51,14960.1,-2780.99,76,134,970
3,9871.74,37738.3,-4053.85,25,193,2118
4,6329.38,5068.19,-1230.0,17,79,292
3,15346.5,55995.7,-4700.0,37,215,2188
0,26076.9,491957.0,-11860.0,167,555,12044
2,17321.7,161494.0,-7435.97,79,352,6744
3,4792.93,2982.05,-1222.96,40,71,249
0,9860.22,47521.0,-4164.0,35,200,2465
5,21858.2,281091.0,-10022.9,73,468,9276
0,12343.2,106580.0,-8275.0,56,315,4623
2,9846.82,10193.2,-1390.0,34,154,587
0,14883.9,113041.0,-8358.0,37,311,4910
0,6921.28,9237.0,-3256.0,37,116,615
5,20683.2,202193.0,-5740.0,91,403,6746
5,9272.69,40062.5,-3036.1,102,159,2181
3,9058.81,27191.2,-3120.0,35,156,1364
0,13242.9,90117.0,-6668.0,38,263,3797
5,9047.04,11412.3,-3021.31,43,156,654
0,12150.4,35499.0,-5749.0,35,197,1808
3,14258.5,51744.5,-5460.0,34,215,2188
0,11707.4,29321.5,-4103.34,11,179,1212
0,11624.0,92106.0,-5656.0,40,236,4059
0,11020.6,35953.0,-4783.0,82,194,1582
2,5260.46,4208.06,-1200.0,11,79,317
4,5574.7,7173.95,-1650.6,47,93,545
1,9079.62,17161.3,-4222.45,35,183,931
0,7256.58,16538.0,-2855.0,47,117,928
0,9290.48,24048.0,-5443.0,35,180,1362
5,9731.53,30458.1,-2683.67,128,171,1747
4,8830.61,11279.0,-3119.02,40,156,654
4,10957.2,40011.7,-3929.46,29,193,2118
0,8043.19,21730.0,-3253.0,28,154,1305
5,10137.5,37160.1,-2560.0,40,196,1997
0,7092.17,18557.0,-3491.0,27,130,1062
0,10269.6,16502.0,-2878.0,70,194,941
2,4319.06,2242.52,-1004.3,22,54,165
4,14396.4,58874.6,-3420.0,72,224,2192
3,9123.59,16967.1,-2725.06,65,142,844
0,7739.84,13420.0,-2830.0,9,90,613
0,14423.9,160026.0,-6986.0,34,315,6401
4,13687.5,91147.8,-3150.0,56,254,3885
3,8361.42,12016.4,-2481.14,86,128,693
0,10712.8,57843.0,-6038.0,37,251,2977
2,5077.82,3398.95,-809.458,47,51,132
1,5524.25,4921.01,-1100.0,30,85,343
3,13952.3,56593.3,-3310.0,23,215,2188
0,12368.6,89909.0,-6390.0,38,268,3555
4,7101.17,4091.4,-2246.88,69,101,249
2,6903.94,13479.8,-1539.96,22,96,804
0,12864.2,53458.0,-4921.0,56,272,2321
3,5589.71,4245.66,-1492.5,123,88,318
2,5064.68,4162.98,-1020.0,11,79,317
4,12905.0,46113.5,-5968.47,54,273,2061
5,9191.46,29214.2,-3456.45,32,179,1626
4,7122.49,4084.05,-2321.27,71,101,249
4,8245.1,9905.5,-2801.85,19,138,554
5,9753.4,35192.4,-4779.05,125,208,1691
4,13201.7,81410.4,-5800.0,41,272,3539
4,13888.5,52659.6,-6138.47,51,288,2334
2,5315.15,3413.6,-790.954,46,51,132
3,9499.44,39109.5,-2420.0,20,196,1885
4,11363.2,86681.0,-2630.0,28,220,3450
3,13502.1,75927.3,-4040.0,44,264,3217
3,6262.62,7774.27,-1686.72,49,93,545
3,4964.18,3005.76,-1248.41,43,67,224
2,7282.08,5407.98,-1320.0,16,79,292
2,16018.8,117545.0,-4920.0,54,271,4426
4,14025.3,70470.3,-3150.0,89,224,2192
0,6888.95,10446.0,-2584.0,46,112,689
0,7281.52,15417.0,-2918.31,75,134,970
0,8627.82,22564.0,-4496.0,104,151,1309
3,15204.0,65870.5,-5300.0,46,215,2188
0,7309.76,12500.0,-2478.0,29,151,806
0,8108.12,16838.0,-3341.0,36,159,974
3,9261.42,10534.5,-566.86,0,130,490
0,6281.22,18698.0,-2943.0,30,118,1201
0,21491.5,115017.0,-10443.0,65,447,3813
4,8864.28,11542.2,-3049.69,46,156,654
5,8718.96,20503.5,-3521.93,82,163,1162
0,12503.2,54103.0,-5672.0,83,199,2186
0,20812.9,263204.0,-13170.0,351,556,8611
4,8831.46,26897.3,-3012.05,93,158,1403
2,5637.5,7492.4,-1897.54,75,104,457
0,8998.16,16628.0,-4142.0,13,157,933
4,8006.3,16808.7,-2924.28,73,142,844
5,9863.13,37756.1,-4120.0,46,196,1997
3,5889.74,5019.13,-1840.0,8,79,292
3,12771.1,114015.0,-2810.0,43,235,4905
2,12627.4,46083.8,-3220.0,48,223,2059
4,9273.11,27343.8,-2160.0,27,194,1521
0,9538.53,56501.0,-4925.0,14,173,2664
5,14425.4,83266.5,-2070.0,52,223,2822
2,2566.12,59.2803,-475.0,92,33,5
0,27564.9,473966.0,-13486.0,73,609,14484
4,9737.31,49720.4,-6830.0,32,216,2677
3,20893.3,144606.0,-7530.0,81,449,5537
3,4652.98,2949.59,-1220.68,39,71,249
2,5381.71,4319.2,-957.0,11,79,317
2,5418.53,4235.0,-1070.0,17,88,292
5,3728.92,2215.58,-570.825,3,43,161
5,6842.8,6929.84,-1709.58,35,95,427
2,8560.98,11965.5,-2476.93,78,128,693
3,20529.1,199408.0,-4550.0,84,403,6746
5,24789.1,461308.0,-10800.0,40,483,15505
4,9800.93,32580.9,-3524.82,95,176,1922
3,16933.9,161557.0,-11600.0,68,388,6290
0,18363.6,213573.0,-10076.0,247,388,7708
0,10247.1,21673.0,-5139.0,41,197,1025
4,9749.65,34083.1,-3335.91,84,176,1922
0,11165.2,62912.0,-4330.0,55,205,2749
0,7180.39,6250.0,-3088.0,29,121,404
3,13959.3,141307.0,-4830.0,45,315,5844
3,4591.73,3032.56,-1250.0,38,71,249
2,13613.4,51617.3,-4210.0,28,234,2464
2,11857.6,33411.1,-2070.0,26,234,1581
2,5123.92,4264.93,-1600.0,11,79,317
0,13326.0,118648.0,-6901.0,57,307,5214
2,6062.76,7709.18,-1711.21,71,104,457
4,6965.81,7481.82,-1490.0,21,111,453
2,10829.7,58012.2,-4500.33,137,217,2904
2,13252.2,62708.0,-2390.0,69,224,2192
4,9406.08,17477.8,-3969.76,78,172,973
0,6397.89,4986.0,-968.0,6,102,270
2,7448.98,5706.76,-1840.0,16,79,292
3,8192.7,16781.6,-2766.07,78,142,844
3,8357.59,16920.1,-2665.08,73,142,844
4,7591.78,7449.21,-1600.0,170,109,486
4,8870.19,11516.4,-3045.66,38,156,654
3,13345.9,91590.4,-5000.0,61,254,3885
4,8643.18,28566.3,-3427.82,37,179,1626
3,8323.32,25348.7,-3150.3,35,157,1519
4,22473.0,514645.0,-11465.5,145,540,18067
4,7884.95,4515.97,-2591.14,33,131,271
0,6966.87,8664.0,-1366.0,11,135,553
0,6425.42,4872.0,-3652.0,42,105,247
4,14107.1,78406.6,-7200.28,72,320,3466
0,12062.9,40010.0,-2844.0,36,232,1872
0,8819.31,22295.0,-4467.0,36,189,1167
4,9522.8,26816.4,-2898.18,97,158,1403
4,12137.0,91674.1,-4580.0,61,254,3885
0,17446.8,117724.0,-8942.0,60,371,4347
4,12597.6,57021.0,-4120.0,27,216,2677
0,9819.44,13987.0,-3852.0,22,170,732
4,8831.43,9980.28,-2761.03,22,138,554
3,6200.97,11629.1,-1938.1,9,105,765
3,11256.4,50455.1,-4220.0,18,216,2677
0,14097.2,74090.0,-10355.0,140,325,3223
1,2408.71,57.0714,-521.0,6,33,5
3,8695.18,38636.4,-2920.0,18,196,1885
5,12881.4,56452.9,-4134.33,39,215,2394
3,7421.3,25905.5,-1510.0,37,166,1414
5,16346.1,49260.0,-5069.49,68,273,2061
4,22568.7,520431.0,-11729.6,141,540,18067
3,7437.23,15335.4,-2615.05,61,134,970
3,11257.8,51260.4,-4930.0,21,216,2677
0,12267.4,88963.0,-5225.0,27,277,4421
5,9205.55,27496.7,-2190.0,17,156,1364
0,11641.0,85283.0,-5184.0,28,244,3795
0,16655.6,157508.0,-9783.0,66,393,6185
5,9507.53,54516.0,-4340.0,41,188,2599
4,5791.1,7130.72,-1706.5,47,93,545
4,22977.9,519586.0,-11061.3,130,540,18067
0,6255.53,1432.0,-250.0,8,81,88
3,6130.77,10362.3,-3240.0,13,109,689
0,5923.59,4863.0,-1367.0,49,86,315
3,8671.49,25152.6,-2976.89,30,157,1519
0,6390.06,13575.0,-4016.0,26,123,846
2,5721.11,7573.91,-1882.76,77,104,457
0,37563.7,1073140.0,-22125.0,184,775,25801
